ordinal,source_id,name,slug,category,type,rarity,expansion,color,cost_dex,cost_int,cost_str,cost_holy,cost_neutral,cost_dexint,cost_dexstr,cost_intstr,cost_blood,observed_terms,okf_path
142,448711,Aura of Venom,aura-of-venom,Enchantment,Utility,Common,Core,Green,1,0,0,0,0,0,0,0,0,Memorized; Poison,cards/0142-aura-of-venom-448711.okf.md
143,439608,Aura of Winter,aura-of-winter,Enchantment,Utility,Uncommon,Core,Blue,0,1,0,0,0,0,0,0,0,Frozen; Memorized,cards/0143-aura-of-winter-439608.okf.md
144,327485,Aura of Wrath,aura-of-wrath,Enchantment,Utility,Common,None,Gold,0,0,0,1,0,0,0,0,0,Affliction; Convert; Turn; Zeal,cards/0144-aura-of-wrath-327485.okf.md
145,573543,Aura of Zeal,aura-of-zeal,Enchantment,Divine,Uncommon,Core,Purple,0,0,0,0,0,0,0,1,0,HOLY; Memorized; Zeal,cards/0145-aura-of-zeal-573543.okf.md
146,1561,Aurora Prism,aurora-prism,Artifact,Utility,Legendary,None,Brown,0,0,0,0,2,0,0,0,0,The Prism,cards/0146-aurora-prism-1561.okf.md
147,466638,Avalanche,avalanche,Action,Magic,Rare,Infinitum,Blue,0,2,0,0,0,0,0,0,0,Can; Channel; Frozen; Turn,cards/0147-avalanche-466638.okf.md
148,101699,Avatar of Blight,avatar-of-blight,Enchantment,Utility,Legendary,Core,Green,3,0,0,0,0,0,0,0,0,DEX; Poison; Potency,cards/0148-avatar-of-blight-101699.okf.md
149,931491,Avatar of Thunder,avatar-of-thunder,Enchantment,Utility,Legendary,Catalyst,Orange,0,0,0,0,0,0,3,0,0,Chain; Critical Hit,cards/0149-avatar-of-thunder-931491.okf.md
150,724041,Avenger's Choice,avenger-s-choice,Action,Utility,Uncommon,Eclypse,Red,0,0,0,0,1,0,0,0,0,Blood; Charges; Conjure Forged; Fire; Forged; If HOLY,cards/0150-avenger-s-choice-724041.okf.md
151,294533,Avenging Strike,avenging-strike,Action,Utility,Common,Eclypse,Red,0,0,0,0,0,0,0,0,0,Basic Attack; Play; Take,cards/0151-avenging-strike-294533.okf.md
152,951235,Awaken Arsenal,awaken-arsenal,Action,Utility,Rare,Synthesis,Red,0,0,1,0,0,0,0,0,0,Adaptation Slot; Add; Melee,cards/0152-awaken-arsenal-951235.okf.md
153,660263,Awakening,awakening,Action,Divine,Legendary,Core Extended,Gold,0,0,0,2,0,0,0,0,0,Bury; cardsBuried; Gain Zeal; HEALTH,cards/0153-awakening-660263.okf.md
154,595157,Backfire,backfire,Action,Corruption,Monster,None,Monster,0,0,0,0,1,0,0,0,0,Armor; Burning; Inflict; Lose,cards/0154-backfire-595157.okf.md
155,328016,Backswing,backswing,Action,Utility,Common,Core,Red,0,0,1,0,0,0,0,0,0,Basic Attack; Flanking; Haste; Make,cards/0155-backswing-328016.okf.md
156,161743,Bad Apple,bad-apple,Action,Corruption,Uncommon,Core Extended,Green,0,0,0,0,0,0,0,0,1,Add; Corrupted; Forbidden Fruit; Gain DEX; Sinister,cards/0156-bad-apple-161743.okf.md
157,456851,Balanced Shots,balanced-shots,Action,Utility,Uncommon,Metamorphosis,Aqua,0,0,0,0,0,1,0,0,0,Balance; Conjure,cards/0157-balanced-shots-456851.okf.md
158,415261,Baleclaw,baleclaw,Equipment,Corruption,Uncommon,Synthesis,Purple,0,0,0,0,1,0,0,0,0,Activate; Affliction; Armor; Durability; Evil Eye,cards/0158-baleclaw-415261.okf.md
159,536578,Bandage,bandage,Conjuration,Utility,Common,Core,Brown,0,0,0,0,0,0,0,0,0,Bleeding; HEALTH; One Use; Persistent,cards/0159-bandage-536578.okf.md
160,707164,Bandages,bandages,Item,Utility,Common,Synthesis,Brown,0,0,0,0,3,0,0,0,0,HEALTH; One Use; Persistent; Untempered,cards/0160-bandages-707164.okf.md
161,85173,Banish,banish,Enchantment,Utility,Monster,None,Monster,0,0,0,0,1,0,0,0,0,Burning,cards/0161-banish-85173.okf.md
162,825280,Banner of Elsmyr,banner-of-elsmyr,Artifact,Utility,Legendary,Catalyst,Purple,0,0,0,2,0,0,0,0,0,Gain HOLY; Turn; Zeal,cards/0162-banner-of-elsmyr-825280.okf.md
163,544105,Banner of Kaelis,banner-of-kaelis,Artifact,Utility,Legendary,Catalyst,Purple,0,0,0,0,0,0,0,2,0,Gain STR; OR INT; Rally; Turn,cards/0163-banner-of-kaelis-544105.okf.md
164,168982,Banner of Rehdan,banner-of-rehdan,Artifact,Utility,Legendary,Catalyst,Purple,0,0,2,0,0,0,0,0,0,Anger; Gain STR; Turn,cards/0164-banner-of-rehdan-168982.okf.md
165,663780,Banner of Valyn,banner-of-valyn,Artifact,Utility,Legendary,Catalyst,Purple,0,2,0,0,0,0,0,0,0,Focus; Gain INT; Turn,cards/0165-banner-of-valyn-663780.okf.md
166,538345,Barbarism,barbarism,Enchantment,Utility,Uncommon,Core,Red,0,0,2,0,0,0,0,0,0,After; Fury; Rally; Turn,cards/0166-barbarism-538345.okf.md
167,487168,Barbed Bolt,barbed-bolt,Action,Ranged,Monster,None,Monster,0,0,0,0,2,0,0,0,0,Critical Hit; Marked,cards/0167-barbed-bolt-487168.okf.md
168,491688,Barbed Snares,barbed-snares,Enchantment,Utility,Uncommon,Infinitum,Green,1,0,0,0,0,0,0,0,0,Bleeding; Slowed,cards/0168-barbed-snares-491688.okf.md
169,124975,Barfight,barfight,Enchantment,Utility,Common,Eclypse,Green,1,0,0,0,0,0,0,0,0,Basic Attacks; Critical Hit,cards/0169-barfight-124975.okf.md
170,175962,Bargain,bargain,Enchantment,Corruption,Monster,None,Monster,0,0,0,0,0,0,0,0,0,Bargain,cards/0170-bargain-175962.okf.md
171,69252,Barnacled Chitin,barnacled-chitin,Enchantment,Utility,Monster,None,Monster,0,0,0,0,0,0,0,0,0,Impervious,cards/0171-barnacled-chitin-69252.okf.md
172,855184,Barnacled Strike,barnacled-strike,Action,Melee,Monster,None,Monster,0,0,0,0,1,0,0,0,0,Inflict Stagger,cards/0172-barnacled-strike-855184.okf.md
173,673158,Baron's Presence,baron-s-presence,Enchantment,Utility,Monster,None,Monster,0,0,0,0,0,0,0,0,0,Court Presence; courtPresence; Potency,cards/0173-baron-s-presence-673158.okf.md
174,998992,Barricade,barricade,Action,Utility,Common,Core,Red,0,0,1,0,0,0,0,0,0,Gain Armor; lastDamage,cards/0174-barricade-998992.okf.md
175,88951,Bash,bash,Action,Melee,Common,Core,Red,0,0,1,0,0,0,0,0,0,Armor; Critical Hit; Fortified; Interrupt; my(status)Armor,cards/0175-bash-88951.okf.md
176,41020024,Bat Familiar,bat-familiar,Equipment,Utility,Common,Core Extended,Black,0,0,0,0,1,0,0,0,1,Activate; Bleeding; Deplete; Durability; Evasion; Familiar; Return Bat; Vampirism,cards/0176-bat-familiar-41020024.okf.md
177,661847,Bathe in Blood,bathe-in-blood,Action,Divine,Monster,None,Monster,0,0,0,0,0,0,0,0,0,Bleeding; Inflict,cards/0177-bathe-in-blood-661847.okf.md
178,458147,Battle Axe,battle-axe,Basic Attack,Melee,Common,None,Brown,0,0,0,0,2,0,0,0,0,Bloodlust; Critical Hit; Inflict,cards/0178-battle-axe-458147.okf.md
179,460858,Battle Brawler,battle-brawler,Enchantment,Utility,Rare,Infinitum,Red,0,0,2,0,0,0,0,0,0,my(status)Stagger; Stagger,cards/0179-battle-brawler-460858.okf.md
180,126459,Battle Broth,battle-broth,Action,Utility,Common,Eclypse,Red,0,0,0,0,0,0,0,0,0,Charges; Create; Ingredient; Stance,cards/0180-battle-broth-126459.okf.md
181,834532,Battle Command,battle-command,Enchantment,Utility,Rare,Catalyst,Red,0,0,1,0,0,0,0,0,0,Armor; Basic Attacks; Fortified,cards/0181-battle-command-834532.okf.md
182,548213,Battle Hardened,battle-hardened,Action,Utility,Common,Synthesis,Purple,0,0,0,0,0,0,0,1,0,Bolster; Gain Bolster,cards/0182-battle-hardened-548213.okf.md
183,499429,Battle Mending,battle-mending,Action,Utility,Uncommon,Core,Red,0,0,0,0,0,0,0,0,0,damageTaken; HEALTH,cards/0183-battle-mending-499429.okf.md
184,99998,Battle Momentum,battle-momentum,Enchantment,Utility,Monster,None,Monster,0,0,0,0,0,0,0,0,0,areaSpecial; Foes,cards/0184-battle-momentum-99998.okf.md
185,494235,Battle Sense,battle-sense,Action,Utility,Common,Metamorphosis,Red,0,0,0,0,0,0,0,0,0,Armor; Foretell; foretell+3; my(status)Armor,cards/0185-battle-sense-494235.okf.md
186,302018,Battle Station,battle-station,Action,Utility,Legendary,Synthesis,Purple,0,0,0,0,0,0,0,2,0,allDurability; Durability; Equipment; Gain Armor; Restore,cards/0186-battle-station-302018.okf.md
187,116312,Battle Vents,battle-vents,Action,Utility,Rare,Synthesis,Purple,0,0,0,0,0,0,0,1,0,damageTaken; HEALTH; Inflict Burning,cards/0187-battle-vents-116312.okf.md
188,736057,Battle Vigor,battle-vigor,Enchantment,Utility,Uncommon,Core,Red,0,0,1,0,0,0,0,0,0,Take; Turn,cards/0188-battle-vigor-736057.okf.md
189,165764,Battle Vitality,battle-vitality,Action,Utility,Legendary,Eclypse,Red,0,0,2,0,0,0,0,0,0,Grounded; Maximum Health,cards/0189-battle-vitality-165764.okf.md
190,466800,Battleclaw,battleclaw,Equipment,Melee,Common,Synthesis,Brown,0,0,0,0,1,0,0,0,0,Activate; Armor; Conjure; Deplete; Durability; Play; Reconfigure; Starts,cards/0190-battleclaw-466800.okf.md
191,412479,Battlecry,battlecry,Action,Utility,Common,Core,Red,0,0,0,0,0,0,0,0,0,Charges; Frenzy; Gain STR; Rally,cards/0191-battlecry-412479.okf.md
192,696033,Battlerage,battlerage,Action,Utility,Uncommon,Metaprogress,Red,0,0,1,0,0,0,0,0,0,Anger; Conjure; Frenzy; Fury; Your Fury,cards/0192-battlerage-696033.okf.md
193,806146,Battleroar,battleroar,Action,Utility,Monster,None,Monster,0,0,0,0,0,0,0,0,0,Anger; Momentum; Raise Battle; roundNumber,cards/0193-battleroar-806146.okf.md
194,264169,Battlespear,battlespear,Basic Attack,Divine,Rare,Metaprogress,Red,0,0,0,0,1,0,0,0,0,Gains; Untempered,cards/0194-battlespear-264169.okf.md
195,121918,Battlespear C,battlespear-c,Basic Attack,Divine,Rare,None,Red,0,0,0,0,1,0,0,0,0,Crushing; Gain HOLY; Interrupt; Untempered,cards/0195-battlespear-c-121918.okf.md
196,714376,Battlespear D,battlespear-d,Basic Attack,Divine,Rare,None,Red,0,0,0,0,1,0,0,0,0,Add; damageTakenLastTurn; Untempered,cards/0196-battlespear-d-714376.okf.md
197,17997,Battlespear E,battlespear-e,Basic Attack,Divine,Rare,None,Red,0,0,0,0,1,0,0,0,0,Untempered,cards/0197-battlespear-e-17997.okf.md
198,208662,Battlespear H,battlespear-h,Basic Attack,Divine,Rare,None,Red,0,0,0,0,1,0,0,0,0,Critical Hit; HOLY; Untempered,cards/0198-battlespear-h-208662.okf.md
199,725420,Battlespear L,battlespear-l,Basic Attack,Divine,Rare,None,Red,0,0,0,0,1,0,0,0,0,HOLY; Lifedrain; Reaping; Untempered,cards/0199-battlespear-l-725420.okf.md
200,954310,Battlespear U,battlespear-u,Basic Attack,Divine,Rare,None,Red,0,0,0,0,1,0,0,0,0,On Hit; Untempered; Upgrade,cards/0200-battlespear-u-954310.okf.md
201,307839,Battlevisor,battlevisor,Equipment,Utility,Common,Synthesis,Purple,0,0,0,0,1,0,0,0,0,Activate; Durability,cards/0201-battlevisor-307839.okf.md
202,469596,Bear Claws,bear-claws,Basic Attack,Melee,Common,Metaprogress,Brown,0,0,0,0,1,0,0,0,0,Gain Armor,cards/0202-bear-claws-469596.okf.md
203,750475,Beartrap,beartrap,Summon,Utility,Monster,None,Monster,0,0,0,0,0,0,0,0,0,Pinned,cards/0203-beartrap-750475.okf.md
204,474916,Beastform,beastform,Action,Utility,Rare,Metamorphosis,Aqua,0,0,0,0,0,1,0,0,0,Shift,cards/0204-beastform-474916.okf.md
205,41020030,Beastly Weapon Rewards,beastly-weapon-rewards,Enchantment,Utility,Legendary,None,Orange,0,0,0,0,0,0,3,0,0,Companion Cards; Sets,cards/0205-beastly-weapon-rewards-41020030.okf.md
206,504777,Beguile,beguile,Action,Corruption,Monster,None,Monster,0,0,0,0,0,0,0,0,0,Charmed; difficulty+2; Heal,cards/0206-beguile-504777.okf.md
207,176965,Belly Rush,belly-rush,Action,Melee,Monster,None,Monster,0,0,0,0,2,0,0,0,0,Armor,cards/0207-belly-rush-176965.okf.md
208,37509,Bellybump,bellybump,Action,Melee,Uncommon,Eclypse,Red,0,0,1,0,0,0,0,0,0,Inflict Stagger; my(status)Sated; Sated; Your Sated,cards/0208-bellybump-37509.okf.md
209,814187,Berzerk,berzerk,Action,Utility,Rare,Core,Red,0,0,1,0,0,0,0,0,0,Charges; Fury; Shuffle,cards/0209-berzerk-814187.okf.md
210,731998,Beseech,beseech,Action,Divine,Rare,Metamorphosis,Purple,0,0,0,0,0,0,0,1,0,Bury,cards/0210-beseech-731998.okf.md
211,739663,Bestow,bestow,Action,Divine,Rare,Metamorphosis,Purple,0,0,0,0,0,0,0,1,0,Persistent; Synergy; tempValue+1,cards/0211-bestow-739663.okf.md
212,382294,Big Bomb,big-bomb,Action,Ranged,Legendary,None,Brown,0,0,0,0,4,0,0,0,0,Charge; Persistent; Rampage; Ready; Speed,cards/0212-big-bomb-382294.okf.md
213,156895,Big Eater,big-eater,Enchantment,Utility,Rare,Eclypse,Red,0,0,1,0,0,0,0,0,0,Immune; Ingredient; Stunned,cards/0213-big-eater-156895.okf.md
214,158336,Big Hack,big-hack,Action,Melee,Monster,None,Monster,0,0,0,0,3,0,0,0,0,Any; Wagon,cards/0214-big-hack-158336.okf.md
215,722262,Biophobia,biophobia,Enchantment,Utility,Monster,None,Monster,0,0,0,0,0,0,0,0,0,costHand; End; Lose; Maximum HEALTH; Turn,cards/0215-biophobia-722262.okf.md
216,676716,Bite,bite,Action,Melee,Monster,None,Monster,0,0,0,0,1,0,0,0,0,,cards/0216-bite-676716.okf.md
217,767783,Bite (Companion),bite-companion,Action,Melee,Uncommon,Synthesis,Orange,0,0,0,0,1,0,0,0,0,Advantage; Anger; companionlevel; companionlevel*2,cards/0217-bite-companion-767783.okf.md
218,13730,Blast Junkie,blast-junkie,Enchantment,Utility,Uncommon,Synthesis,Green,1,0,0,0,0,0,0,0,0,Bombs; Memorized,cards/0218-blast-junkie-13730.okf.md
219,444903,Blast Zone,blast-zone,Enchantment,Utility,Legendary,Synthesis,Green,0,0,0,0,3,0,0,0,0,Bomb,cards/0219-blast-zone-444903.okf.md
220,238182,Blaster,blaster,Basic Attack,Ranged,Legendary,Synthesis,Brown,0,0,0,0,1,0,0,0,0,Charges; Equipment; equipments; Interrupt; Remove,cards/0220-blaster-238182.okf.md
221,734395,Blastshield,blastshield,Action,Utility,Common,Infinitum,Red,0,0,1,0,0,0,0,0,0,Armor; Stagger,cards/0221-blastshield-734395.okf.md
222,699376,Blazing Chorus,blazing-chorus,Action,Divine,Common,Synthesis,Gold,0,0,0,1,0,0,0,0,0,Charges; Hymn; On Hit; Play,cards/0222-blazing-chorus-699376.okf.md
223,598525,Blazing Weapon,blazing-weapon,Action,Utility,Monster,None,Monster,0,0,0,0,1,0,0,0,0,Burning,cards/0223-blazing-weapon-598525.okf.md
224,31484,Bleeding Immunity,bleeding-immunity,Enchantment,Utility,Monster,None,Monster,0,0,0,0,0,0,0,0,0,Bleeding; Immune; Poison; Stunned,cards/0224-bleeding-immunity-31484.okf.md
225,613179,Blend In,blend-in,Action,Utility,Monster,None,Monster,0,0,0,0,0,0,0,0,0,Evasion,cards/0225-blend-in-613179.okf.md
226,992262,Bless Weapon,bless-weapon,Action,Divine,Common,Core,Purple,0,0,0,0,0,0,0,0,0,Basic Attack; HEALTH; HOLY; Lasting,cards/0226-bless-weapon-992262.okf.md
227,232795,Blessed,blessed,Adaptation,Utility,Common,None,Gold,0,0,0,0,0,0,0,0,0,Gain HOLY; On Hit,cards/0227-blessed-232795.okf.md
228,604930,Blessed,blessed,Enchantment,Utility,Monster,None,Monster,0,0,0,0,0,0,0,0,0,Blessings,cards/0228-blessed-604930.okf.md
229,66969,Blessed Foes,blessed-foes,Enchantment,Utility,Monster,None,Monster,0,0,0,0,0,0,0,0,0,,cards/0229-blessed-foes-66969.okf.md
230,117435,Blessed Strike,blessed-strike,Action,Utility,Common,Core,Purple,0,0,0,0,0,0,0,1,0,Basic Attack; Blessing; Chain; Make,cards/0230-blessed-strike-117435.okf.md
231,911226,Blight's Blessing,blight-s-blessing,Action,Divine,Monster,None,Monster,0,0,0,0,1,0,0,0,0,Affliction; chapter,cards/0231-blight-s-blessing-911226.okf.md
232,470586,Blightbite,blightbite,Action,Melee,Monster,None,Monster,0,0,0,0,1,0,0,0,0,,cards/0232-blightbite-470586.okf.md
233,861551,Blightstrike,blightstrike,Action,Melee,Monster,None,Monster,0,0,0,0,1,0,0,0,0,Inflict; On Hit; Poison,cards/0233-blightstrike-861551.okf.md
234,190630,Blinding Light,blinding-light,Action,Divine,Monster,None,Monster,0,0,0,1,0,0,0,0,0,Blessing; Inflict; Jinxed,cards/0234-blinding-light-190630.okf.md
235,484701,Blinkstrike,blinkstrike,Action,Magic,Uncommon,Core,Purple,0,0,0,0,0,0,0,0,0,Chain; Conjure; Persistent; Turn,cards/0235-blinkstrike-484701.okf.md
236,136525,Blizzard,blizzard,Enchantment,Utility,Monster,None,Monster,0,0,0,0,0,0,0,0,0,areaSpecial; Frozen; Remove Blizzard,cards/0236-blizzard-136525.okf.md
237,988854,Block,block,Action,Utility,Common,Core,Brown,0,0,0,0,1,0,0,0,0,Armor,cards/0237-block-988854.okf.md
238,608098,Blood and Iron,blood-and-iron,Action,Utility,Uncommon,Eclypse,Red,0,0,0,0,1,0,0,0,0,Battlespear; Create; damageTakenLastTurn; If HOLY,cards/0238-blood-and-iron-608098.okf.md
239,33355,Blood Fever,blood-fever,Action,Utility,Common,Core,Orange,0,0,0,0,0,0,1,0,0,Bleeding; Convert; Poison,cards/0239-blood-fever-33355.okf.md
240,118668,Blood for Blood,blood-for-blood,Action,Melee,Uncommon,Core,Red,0,0,1,0,0,0,0,0,0,Bleeding; Blood; Charges; Convert,cards/0240-blood-for-blood-118668.okf.md
241,53153,Blood Levy,blood-levy,Enchantment,Utility,Monster,None,Monster,0,0,0,0,0,0,0,0,0,Bleeding; BLOOD,cards/0241-blood-levy-53153.okf.md
242,229024,Blood Offering,blood-offering,Action,Utility,Monster,None,Monster,0,0,0,0,1,0,0,0,0,Gain HEALTH,cards/0242-blood-offering-229024.okf.md
243,824939,Blood Quench,blood-quench,Action,Utility,Uncommon,Synthesis,Red,0,0,0,0,0,0,0,0,1,Adapted; Draining Adaptation,cards/0243-blood-quench-824939.okf.md
244,318154,Blood Ritual,blood-ritual,Action,Utility,Common,Infinitum,Orange,0,0,0,0,0,0,0,0,1,Ancestral; Bleeding; Charges; Inflict; Return,cards/0244-blood-ritual-318154.okf.md
245,39658,Blood Taunt,blood-taunt,Action,Utility,Monster,None,Monster,0,0,0,0,0,0,0,0,0,Anger; Silenced,cards/0245-blood-taunt-39658.okf.md
246,537884,Blood Taxes,blood-taxes,Enchantment,Utility,Monster,None,Monster,0,0,0,0,0,0,0,0,0,Bleeding; HEALTH,cards/0246-blood-taxes-537884.okf.md
247,813590,Bloodbank,bloodbank,Enchantment,Corruption,Legendary,Eclypse,Blue,0,0,0,0,0,0,0,0,0,BLOOD; Bloodbank; HEALTH; Remove; Turn,cards/0247-bloodbank-813590.okf.md
248,290999,Bloodbite,bloodbite,Action,Melee,Monster,None,Monster,0,0,0,0,2,0,0,0,0,Lifedrain,cards/0248-bloodbite-290999.okf.md
249,745670,Bloodcast,bloodcast,Action,Utility,Rare,Metamorphosis,Blue,0,1,0,0,0,0,0,0,0,Blood,cards/0249-bloodcast-745670.okf.md
250,100485,Bloodcraft,bloodcraft,Action,Utility,Legendary,Metaprogress,Red,0,0,3,0,0,0,0,0,0,Charges; Grounded; Melee Actions,cards/0250-bloodcraft-100485.okf.md
251,168547,Bloodhowl,bloodhowl,Action,Utility,Monster,None,Monster,0,0,0,0,1,0,0,0,0,difficulty+4; Doom; Inflict; Until,cards/0251-bloodhowl-168547.okf.md
252,284817,Bloodhunt,bloodhunt,Action,Melee,Rare,Metaprogress,Orange,0,0,0,0,0,0,2,0,0,Basic Attack; Persistent; tempValue,cards/0252-bloodhunt-284817.okf.md
253,717440,Bloodletting,bloodletting,Enchantment,Utility,Monster,None,Monster,0,0,0,0,1,0,0,0,0,Bleeding,cards/0253-bloodletting-717440.okf.md
254,9845,Bloodmagic,bloodmagic,Action,Corruption,Legendary,Core Extended,Blue,0,0,0,0,0,0,0,0,1,BLOOD; Charges; Convert,cards/0254-bloodmagic-9845.okf.md
255,660926,Bloodmoney,bloodmoney,Enchantment,Corruption,Uncommon,Catalyst,Green,1,0,0,0,0,0,0,0,1,Lucky Coins; sinister; Sinister,cards/0255-bloodmoney-660926.okf.md
256,244124,Bloodmoon,bloodmoon,Enchantment,Utility,Monster,None,Monster,0,0,0,0,0,0,0,0,0,Anger; Enemies; Visit,cards/0256-bloodmoon-244124.okf.md
257,9776689,Bloodscent,bloodscent,Enchantment,Utility,Monster,None,Monster,0,0,0,0,0,0,0,0,0,,cards/0257-bloodscent-9776689.okf.md
258,207608,Bloom,bloom,Enchantment,Utility,Monster,None,Monster,0,0,0,0,0,0,0,0,0,HEALTH; Slay,cards/0258-bloom-207608.okf.md
259,946847,Bloom Listener,bloom-listener,Enchantment,Utility,Monster,None,Monster,0,0,0,0,0,0,0,0,0,HEALTH; Slay,cards/0259-bloom-listener-946847.okf.md
260,728327,Blue Hydra Head,blue-hydra-head,Action,Utility,Monster,None,Monster,0,0,0,0,4,0,0,0,0,Bury; Head,cards/0260-blue-hydra-head-728327.okf.md
261,776844,Blue Ray,blue-ray,Conjuration,Magic,Monster,None,Monster,0,0,0,0,0,0,0,0,0,damageBonus; Frozen; Inflict,cards/0261-blue-ray-776844.okf.md
262,157827,Blunt,blunt,Adaptation,Utility,Common,None,Red,0,0,0,0,0,0,0,0,0,Interrupt; On Hit; Rampage,cards/0262-blunt-157827.okf.md
263,765856,Blunt Arrow,blunt-arrow,Action,Ranged,Rare,Core,Red,0,0,0,0,0,0,0,0,0,Dazed; Inflict; On Hit,cards/0263-blunt-arrow-765856.okf.md
264,967481,Boarding Party,boarding-party,Action,Melee,Uncommon,Eclypse,Green,2,0,0,0,0,0,0,0,0,Ambush; DEX; enemyEnergy; enemyHand,cards/0264-boarding-party-967481.okf.md
265,872511,Body of Steel,body-of-steel,Enchantment,Utility,Uncommon,Core,Red,0,0,1,0,0,0,0,0,0,HEALTH; Reflect,cards/0265-body-of-steel-872511.okf.md
266,867449,Boiling Rage,boiling-rage,Enchantment,Utility,Monster,None,Monster,0,0,0,0,0,0,0,0,0,Anger; difficulty; Piercing,cards/0266-boiling-rage-867449.okf.md
267,114406,Bolgar Blightbane,bolgar-blightbane,Enchantment,Monster,Legendary,None,Monster,0,0,0,0,0,0,0,0,0,Bolgar; Conjure; HEALTH; Poison,cards/0267-bolgar-blightbane-114406.okf.md
268,504518,Bolster Soul,bolster-soul,Action,Utility,Uncommon,Eclypse,Purple,0,0,0,0,0,0,0,0,0,Gain HOLY; Remove VOIDVOIDVOIDVOID,cards/0268-bolster-soul-504518.okf.md
269,680120,Bolstered,bolstered,Affix,Utility,Monster,None,Monster,0,0,0,0,0,0,0,0,0,Affliction; Cleanse; HEALTH,cards/0269-bolstered-680120.okf.md
270,88985,Bolstered Strike,bolstered-strike,Action,Melee,Common,Core,Purple,0,0,0,0,0,0,0,1,0,Bash; Conjure; On Hit,cards/0270-bolstered-strike-88985.okf.md
271,392837,Bolstering Presence,bolstering-presence,Enchantment,Utility,Legendary,None,Gold,0,0,0,0,0,0,0,0,0,Basic Attacks; Gain Armor; HEALTH; myCurrentHealth,cards/0271-bolstering-presence-392837.okf.md
272,612554,Bolter,bolter,Basic Attack,Ranged,Common,Metaprogress,Brown,0,0,0,0,2,0,0,0,0,Bolter; Critical Hits; Interrupts,cards/0272-bolter-612554.okf.md
273,653623,Bomb,bomb,Action,Ranged,Uncommon,Infinitum,Brown,0,0,0,0,3,0,0,0,0,Charge; costThisCard; Interrupt; Persistent; Ready,cards/0273-bomb-653623.okf.md
274,396232,Bombardment,bombardment,Action,Ranged,Monster,None,Monster,0,0,0,0,0,0,0,0,0,areaSpecial; Momentum; Raise; Turn,cards/0274-bombardment-396232.okf.md
275,157752,Bone Armor,bone-armor,Action,Utility,Monster,None,Monster,0,0,0,0,1,0,0,0,0,Gain Armor,cards/0275-bone-armor-157752.okf.md
276,133969,Bone Carapace,bone-carapace,Enchantment,Utility,Monster,None,Monster,0,0,0,0,1,0,0,0,0,Armor; difficulty; Turn,cards/0276-bone-carapace-133969.okf.md
277,471033,Bone Knuckles,bone-knuckles,Action,Melee,Monster,None,Monster,0,0,0,0,1,0,0,0,0,Armor; On Hit,cards/0277-bone-knuckles-471033.okf.md
278,930680,Bone Nova,bone-nova,Action,Magic,Common,Eclypse,Orange,0,0,0,0,0,0,1,0,0,Nova; novacards; Reaping; Repeat,cards/0278-bone-nova-930680.okf.md
279,700107,Bone Pin,bone-pin,Action,Utility,Common,Core,Orange,0,0,0,0,0,0,0,0,0,HEALTH; Maximum HEALTH; otherMaxHealth/20; Persistent; Steal; They,cards/0279-bone-pin-700107.okf.md
280,962448,Bone Ritual,bone-ritual,Action,Utility,Rare,Infinitum,Orange,0,0,0,0,0,0,1,0,1,Armor; Return,cards/0280-bone-ritual-962448.okf.md
